No_Siri;No_Pendaftaran_SSM;Nama_Pendaftaran;Nama_Perniagaan;Negeri;Kod_Industri;BBU__SBU;Pegawai;Penyelia;Pegawai_Kerja_Luar;Siri_Kekerapan;Tahun_Rujukan;Status_Respon;Status_Rekod;Cara_Terima;Tarikh_Terima;Bilangan_Pekerja;Gaji_dan_Upah_RM;Nilai_Jualan_RM;Jumlah_pendapatan;Jumlah_Perbelanjaan_RM;Jumlah_Harta__AsetRM;Stok_Akhir_RM;Catatan
A126;SSM126;SYARIKAT A126;;JOHOR;47520;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;02/08/2019;6;187959;;1004475;872503;36590;18208;
A127;SSM127;SYARIKAT A127;;JOHOR;47300;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A128;SSM128;SYARIKAT A128;;JOHOR;47721;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;09/08/2019;5;124533;;1797563;1591652;207843;76756;
A129;SSM129;SYARIKAT A129;;JOHOR;47635;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;8;37795;;958810;0;1;;
A130;SSM130;SYARIKAT A130;;JOHOR;47420;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A131;SSM131;SYARIKAT A131;;JOHOR;47111;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;01/08/2019;1;0;;81000;54928;292;7358;
A132;SSM132;SYARIKAT A132;;JOHOR;47300;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;;0;;63016;53638;1;0;
A133;SSM133;SYARIKAT A133;;JOHOR;47111;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;20/06/2019;3;49470;;4741423;343091;10174;128668;
A134;SSM134;SYARIKAT A134;;JOHOR;47413;SBU;Boss;Ketua;Amoi;;2018;40-Telah tutup;Dalam Proses;;;;;;;;;;
A135;SSM135;SYARIKAT A135;;JOHOR;47111;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;21/05/2019;1;0;;103758;83490;15749;17652;
A136;SSM136;SYARIKAT A136;;JOHOR;47300;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;4;32918;;1001885;0;1;;
A137;SSM137;SYARIKAT A137;;JOHOR;47520;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A138;SSM138;SYARIKAT A138;;JOHOR;47741;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;20/05/2019;2;0;;383486;374347;1;;
A139;SSM139;SYARIKAT A139;;JOHOR;47591;BBU;Boss;Ketua;Amoi;;2018;40-Telah tutup;Dalam Proses;;;;;;;;;;
A140;SSM140;SYARIKAT A140;;JOHOR;47634;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A141;SSM141;SYARIKAT A141;;JOHOR;47113;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A142;SSM142;SYARIKAT A142;;JOHOR;47912;SBU;Boss;Ketua;Amoi;;2018;40-Telah tutup;Selesai;Kerja Luar;08/05/2019;;;;;;;;
A143;SSM143;SYARIKAT A143;;JOHOR;47212;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;01/05/2019;2;9600;;712920;507251;2516;20718;
A144;SSM144;SYARIKAT A144;;JOHOR;47520;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;11/07/2019;7;511631;;5247776;4935636;1675623;550162;
A145;SSM145;SYARIKAT A145;;JOHOR;47112;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;25/08/2019;17;304134;;9965319;9897217;1139925;663145;
A146;SSM146;SYARIKAT A146;;JOHOR;47591;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;6;86563;;897167;0;1;;
A147;SSM147;SYARIKAT A147;;JOHOR;47721;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A148;SSM148;SYARIKAT A148;;JOHOR;47591;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;5;43891;;583308;0;0;0;
A149;SSM149;SYARIKAT A149;;JOHOR;47411;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A150;SSM150;SYARIKAT A150;;JOHOR;47991;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A151;SSM151;SYARIKAT A151;;JOHOR;47212;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;10/06/2019;3;14400;;218400;155189;17820;8330;
A152;SSM152;SYARIKAT A152;;JOHOR;47212;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;16/05/2019;2;14400;;566794;451333;16711;15233;
A153;SSM153;SYARIKAT A153;;JOHOR;47991;SBU;Boss;Ketua;Amoi;;2018;50-Salah Penyiasatan;Selesai;Kerja Luar;11/05/2019;2;0;;72658;58454;25154;4512;
A154;SSM154;SYARIKAT A154;;JOHOR;47611;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;23/05/2019;4;25674;;266096;208203;5381;10689;
A155;SSM155;SYARIKAT A155;;JOHOR;47300;BBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;16/06/2019;15;203665;;10777397;10683544;465298;175762;
A156;SSM156;SYARIKAT A156;;JOHOR;47611;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A157;SSM157;SYARIKAT A157;;JOHOR;47211;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A158;SSM158;SYARIKAT A158;;JOHOR;47111;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;29/05/2019;1;0;;185256;226749;3442;1457;
A159;SSM159;SYARIKAT A159;;JOHOR;47520;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;01/08/2019;3;109850;;400251;328402;1404;10786;
A160;SSM160;SYARIKAT A160;;JOHOR;47520;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A161;SSM161;SYARIKAT A161;;JOHOR;47520;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A162;SSM162;SYARIKAT A162;;JOHOR;47411;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;4;32918;;713670;0;0;0;
A163;SSM163;SYARIKAT A163;;JOHOR;46202;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;20/08/2019;10;205200;;2027668;1438878;11592;146791;
A164;SSM164;SYARIKAT A164;;JOHOR;45201;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;8;106070;;747321;0;0;0;
A165;SSM165;SYARIKAT A165;;JOHOR;47413;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A166;SSM166;SYARIKAT A166;;JOHOR;46202;BBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;Kerja Luar;21/05/2019;;;;;;;;
A167;SSM167;SYARIKAT A167;;JOHOR;47114;SBU;Boss;Ketua;Amoi;;2018;72-Pemilik atau pengurus tiada;Dalam Proses;;;;;;;;;;
A168;SSM168;SYARIKAT A168;;JOHOR;47711;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;47729;40626;1;;
A169;SSM169;SYARIKAT A169;;JOHOR;45403;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A170;SSM170;SYARIKAT A170;;JOHOR;45403;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;17/06/2019;2;0;;543129;516987;18653;18151;
A171;SSM171;SYARIKAT A171;;JOHOR;47212;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;03/07/2019;5;43718;;742926;718239;203;3069;
A172;SSM172;SYARIKAT A172;;JOHOR;47216;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;26/04/2019;3;90040;;581343;363339;33798;15018;
A173;SSM173;SYARIKAT A173;;JOHOR;47749;BBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A174;SSM174;SYARIKAT A174;;JOHOR;47749;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;14/08/2019;3;38605;;1387115;1077582;88710;80871;
A175;SSM175;SYARIKAT A175;;JOHOR;47214;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;29/05/2019;1;0;;111074;70076;7087;1457;
A176;SSM176;SYARIKAT A176;;JOHOR;45201;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;03/07/2019;3;30720;;525083;492430;129406;30489;
A177;SSM177;SYARIKAT A177;;JOHOR;47593;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A178;SSM178;SYARIKAT A178;;JOHOR;47230;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;20/05/2019;4;36576;;697698;0;0;0;
A179;SSM179;SYARIKAT A179;;JOHOR;47212;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;20/08/2019;1;0;;190999;108019;3037;2325;
A180;SSM180;SYARIKAT A180;;JOHOR;47111;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;25/08/2019;2;0;;117755;100052;22527;1808;
A181;SSM181;SYARIKAT A181;;JOHOR;47733;SBU;Boss;Ketua;Amoi;;2018;22-Tidak terdapat pertubuhan di alamat yang diberi;Selesai;Kerja Luar;27/05/2019;;;;;;;;
A182;SSM182;SYARIKAT A182;;JOHOR;47721;SBU;Boss;Ketua;Amoi;;2018;31-Tidak menjalankan perusahaan;Selesai;Kerja Luar;16/05/2019;;;;;;;;
A183;SSM183;SYARIKAT A183;;JOHOR;47810;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;29/07/2019;1;0;;283424;253796;1250;250;
A184;SSM184;SYARIKAT A184;;JOHOR;47810;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;29/07/2019;2;0;;364250;328090;900;450;
A185;SSM185;SYARIKAT A185;;JOHOR;47810;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;29/07/2019;1;0;;192420;164410;1200;900;
A186;SSM186;SYARIKAT A186;;JOHOR;47810;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;29/07/2019;1;0;;150240;126910;1000;250;
A187;SSM187;SYARIKAT A187;;JOHOR;47810;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;29/07/2019;1;0;;285401;232180;3200;450;
A188;SSM188;SYARIKAT A188;;JOHOR;47810;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;29/07/2019;4;31800;;300570;267480;6710;420;
A189;SSM189;SYARIKAT A189;;JOHOR;47810;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;29/07/2019;1;0;;126000;100160;3250;250;
A190;SSM190;SYARIKAT A190;;JOHOR;47810;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;29/07/2019;4;27600;;461652;436442;10500;500;
A191;SSM191;SYARIKAT A191;;JOHOR;47810;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;29/07/2019;1;0;;174140;142920;3150;350;
A192;SSM192;SYARIKAT A192;;JOHOR;47810;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;29/07/2019;1;0;;162420;128200;100;150;
A193;SSM193;SYARIKAT A193;;JOHOR;47810;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;29/07/2019;1;0;;98800;74168;2180;100;
A194;SSM194;SYARIKAT A194;;JOHOR;47221;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A195;SSM195;SYARIKAT A195;;JOHOR;47810;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;29/07/2019;5;46300;;982220;944620;8800;1000;
A196;SSM196;SYARIKAT A196;;JOHOR;47810;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;29/07/2019;1;0;;238320;205570;1234;100;
A197;SSM197;SYARIKAT A197;;JOHOR;47810;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;29/07/2019;4;44200;;353250;292450;24300;250;
A198;SSM198;SYARIKAT A198;;JOHOR;47810;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;29/07/2019;2;0;;149200;120450;100;100;
A199;SSM199;SYARIKAT A199;;JOHOR;47810;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;01/07/2019;2;16450;;471400;417040;200;200;
A200;SSM200;SYARIKAT A200;;JOHOR;46201;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Semakan SMD;Kerja Luar;26/08/2019;9;145813;;1546267;1267762;71018;102897;
A201;SSM201;SYARIKAT A201;;JOHOR;47711;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;16/08/2019;3;68609;;219437;153536;19911;9370;
A202;SSM202;SYARIKAT A202;;JOHOR;45201;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;25/08/2019;4;58168;;516872;477988;20273;34395;
A203;SSM203;SYARIKAT A203;;JOHOR;46204;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A204;SSM204;SYARIKAT A204;;JOHOR;47712;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A205;SSM205;SYARIKAT A205;;JOHOR;47736;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A206;SSM206;SYARIKAT A206;;JOHOR;47711;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A207;SSM207;SYARIKAT A207;;JOHOR;47300;BBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A208;SSM208;SYARIKAT A208;;JOHOR;47712;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A209;SSM209;SYARIKAT A209;;JOHOR;47219;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;14/05/2019;5;59376;;1062276;1380701;39299;90178;
A210;SSM210;SYARIKAT A210;;JOHOR;47711;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A211;SSM211;SYARIKAT A211;;JOHOR;47722;SBU;Boss;Ketua;Amoi;;2018;60-Pendua;Selesai;Kerja Luar;09/08/2019;;;;;;;;
A212;SSM212;SYARIKAT A212;;JOHOR;46692;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;02/07/2019;4;61013;;1504800;611892;130696;246107;
A213;SSM213;SYARIKAT A213;;JOHOR;47733;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;Kerja Luar;01/07/2019;;;;;;;;
A214;SSM214;SYARIKAT A214;;JOHOR;47733;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A215;SSM215;SYARIKAT A215;;JOHOR;47732;SBU;Boss;Ketua;Amoi;;2018;76-Dalam proses lengkap;Dalam Proses;;21/05/2019;;;;;;;;
A216;SSM216;SYARIKAT A216;;JOHOR;47111;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;02/07/2019;2;0;;1457189;992061;48058;309171;
A217;SSM217;SYARIKAT A217;;JOHOR;47113;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A218;SSM218;SYARIKAT A218;;JOHOR;47520;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A219;SSM219;SYARIKAT A219;;JOHOR;46639;BBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;;;;53361511;;;;
A220;SSM220;SYARIKAT A220;;JOHOR;47722;SBU;Boss;Ketua;Amoi;;2018;76-Dalam proses lengkap;Dalam Proses;;21/05/2019;;;;;;;;
A221;SSM221;SYARIKAT A221;;JOHOR;47111;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;01/07/2019;2;0;;311291;243125;1;5749;
A222;SSM222;SYARIKAT A222;;JOHOR;47520;SBU;Boss;Ketua;Amoi;;2018;76-Dalam proses lengkap;Dalam Proses;;20/05/2019;;;;;;;;
A223;SSM223;SYARIKAT A223;;JOHOR;47635;SBU;Boss;Ketua;Amoi;;2018;40-Telah tutup;Selesai;Kerja Luar;03/07/2019;;;;;;;;
A224;SSM224;SYARIKAT A224;;JOHOR;47413;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;22/08/2019;6;132972;;1072258;891970;28431;64298;
A225;SSM225;SYARIKAT A225;;JOHOR;47111;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;20/05/2019;4;69261;;1715475;1508283;28083;97470;
A226;SSM226;SYARIKAT A226;;JOHOR;47713;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A227;SSM227;SYARIKAT A227;;JOHOR;47721;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;25/08/2019;4;171678;;753910;773849;29065;188178;
A228;SSM228;SYARIKAT A228;;JOHOR;47721;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A229;SSM229;SYARIKAT A229;;JOHOR;46201;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;15/05/2019;4;91821;;3276569;3220033;153504;466500;
A230;SSM230;SYARIKAT A230;;JOHOR;46431;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;14/08/2019;1;26400;;165845;193978;1834;43687;
A231;SSM231;SYARIKAT A231;;JOHOR;47111;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A232;SSM232;SYARIKAT A232;;JOHOR;45402;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A233;SSM233;SYARIKAT A233;;JOHOR;45402;BBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;17/05/2019;12;415290;;7899486;7664585;139232;542831;
A234;SSM234;SYARIKAT A234;;JOHOR;47591;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;02/07/2019;4;74688;;525028;360374;18575;14922;
A235;SSM235;SYARIKAT A235;;JOHOR;47520;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A236;SSM236;SYARIKAT A236;;JOHOR;47713;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;15/08/2019;2;15912;;191253;124870;8875;40506;
A237;SSM237;SYARIKAT A237;;JOHOR;46201;BBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;12/08/2019;8;198563;;6432784;6291458;50606;185745;
A238;SSM238;SYARIKAT A238;;JOHOR;47711;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A239;SSM239;SYARIKAT A239;;JOHOR;47737;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;21/05/2019;10;389941;;899095;829837;275161;576750;
A240;SSM240;SYARIKAT A240;;JOHOR;47111;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;14/05/2019;1;0;;1215618;1149202;19435;148739;
A241;SSM241;SYARIKAT A241;;JOHOR;46493;SBU;Boss;Ketua;Amoi;;2018;31-Tidak menjalankan perusahaan;Selesai;Kerja Luar;28/05/2019;;;;;;;;
A242;SSM242;SYARIKAT A242;;JOHOR;45202;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Semakan SMD;Kerja Luar;26/08/2019;1;0;;6101;1555;1;398;
A243;SSM243;SYARIKAT A243;;JOHOR;47612;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;21/05/2019;3;13195;;98790;61808;5536;13805;
A244;SSM244;SYARIKAT A244;;JOHOR;46201;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;29/07/2019;2;0;;439101;409982;116027;18114;
A245;SSM245;SYARIKAT A245;;JOHOR;47111;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;19/06/2019;1;0;;214640;182760;2172;3818;
A246;SSM246;SYARIKAT A246;;JOHOR;46202;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A247;SSM247;SYARIKAT A247;;JOHOR;47591;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A248;SSM248;SYARIKAT A248;;JOHOR;47520;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A249;SSM249;SYARIKAT A249;;JOHOR;47721;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;Kerja Luar;03/07/2019;;;;;;;;
